"Journal","Volume","Year","File","Start","End","DOI","Authors","Title"
"Soosiana","9","1981","18_Soosiana_1981_9_Bookreviews_67-69","69","69",NA,"Bába Károly","Godan, D. (1979): Schadschnecken und ihre Bekämpfung. Verlag Eugen Ulmer, Stuttgart, p.1-467"
"Soosiana","9","1981","18_Soosiana_1981_9_Bookreviews_67-69","69","69",NA,"Flasar, Ivo","Likharev, I. M. & Wiktor, A. (1980): Szlizni faunü SzSzSzR i Szopredelnüh sztran (Gastropoda terrestria nuda). In: Fauna SzSzSzR Molljuszki, III (5): p.1-438, Leningrad, ""Nauka"""
"Soosiana","9","1981","18_Soosiana_1981_9_Bookreviews_67-69","69","69",NA,"Pintér László","100 éve jelent meg... [Hazay Gyula: Die Molluskenfauna von Budapest]"
"Soosiana","9","1981","19_Soosiana_1981_9_Richnovszky_70","70","70",NA,"Richnovszky Andor","Dr. Pintér István 70 éves"
"Soosiana","9","1981","20_Soosiana_1981_9_Wagner_71-72","71","72",NA,"Wagner Mária","Dr. Wagner János (1906-1948) emlékének"
"Soosiana","9","1981","21_Soosiana_1981_9_Krolopp_73-74","73","74",NA,"Krolopp Endre","Megemlékezés Kormos Tivadarról"
"Soosiana","9","1981","22_Soosiana_1981_9_Szabo_75-81","75","81",NA,"Szabó Sándor","Adatok a vizicsigák eloszlásvizsgálatához"
"Soosiana","9","1981","23_Soosiana_1981_9_Kroupa_82","82","82",NA,"Kroupa, O.","Ivan Buresch"
"Soosiana","10-11","1983","01_Soosiana_1983_10-11_I-VI","I","VI",NA,"","Front matter"
"Soosiana","10-11","1983","02_Soosiana_1983_10-11_Redaction_1-2","1","2",NA,"","10 Jahre Soosiana - 10 years of Soosiana"
"Soosiana","10-11","1983","03_Soosiana_1983_10-11_Fukoh_3-4","3","4",NA,"Fűköh Levente","Bericht über das VI. Ungarische Malakologentreffen (1981) = Beszámoló a VI. Magyar Malakológustalálkozóról (1981)"
"Soosiana","10-11","1983","04_Soosiana_1983_10-11_Richnovszky_5-6","5","6",NA,"Richnovszky Andor","Bericht über das VII. Ungarische Malakologentreffen (1982) = Beszámoló a VII. Magyar Malakológustalálkozóról (1982)"
"Soosiana","10-11","1983","05_Soosiana_1983_10-11_Radocz_7-10","7","10",NA,"Radócz Gyula","Cypraea surinamensis Perry Kubából"
"Soosiana","10-11","1983","06_Soosiana_1983_10-11_Bard_11-15","11","15",NA,"Bárd Miklósné","Adatok Kelet-Afrika tengeri puhatestű faunájához"
"Soosiana","10-11","1983","07_Soosiana_1983_10-11_Podani_16","16","16",NA,"Podani János","Clarke, A. H. (1981): The Freshwater Molluscs of Canada. National Museums of Canada, p.1-446"
"Soosiana","10-11","1983","08_Soosiana_1983_10-11_Piechocki_17-21","17","21",NA,"Piechocki, Andrzej","Fortpflanzungsbiologie und Lebenszyklus von Pisidium casertanum (Poli) (Bivalvia, Sphaeiidae)"
"Soosiana","10-11","1983","09_Soosiana_1983_10-11_Podani_22","22","22",NA,"Podani János","Hinton, A. (1979): Shells of New Guinea and the Central Indo-pacific. Tuttle Co., Rutland, Vermont, p.1-94, pl.1-44"
"Soosiana","10-11","1983","10_Soosiana_1983_10-11_Nemeth_23-24","23","24",NA,"Németh László","Adatok Csongrád és környéke Mollusca-faunájához"
"Soosiana","10-11","1983","11_Soosiana_1983_10-11_Baba_25-30","25","30",NA,"Bába Károly;Varga András;Wagner Mária;Zseni László","Adatok a Bükk hegységi szárazföldi csigafauna eloszlását befolyásoló biotikus tényezőkhöz"
"Soosiana","10-11","1983","12_Soosiana_1983_10-11_Fukoh_31-37","31","37",NA,"Fűköh Levente;Krolopp Endre","A Muflon-barlang negyedkori üledékeinek malakológiai vizsgálata"
"Soosiana","10-11","1983","13_Soosiana_1983_10-11_Krolopp_38","38","38",NA,"Krolopp Endre","Josef Paul Lueger (1981): Die Landschnecken im Pannon und Pont des Wiener Beckens. Öst. Akad. Wiss., Math.-Naturw. Kl. 120. p.1-124"
"Soosiana","10-11","1983","14_Soosiana_1983_10-11_Kovacs_39-44","39","44",NA,"Kovács Gyula;Richnovszky Andor","Malakologische Untersuchung des Sees von Velence, II."
"Soosiana","10-11","1983","15_Soosiana_1983_10-11_Varga_45-46","45","46",NA,"Varga András","Wirth Tibor Mollusca-gyűjteménye"
"Soosiana","10-11","1983","16_Soosiana_1983_10-11_KissJB_57-66","57","66",NA,"Kiss J. Botond;Rékási József;Richnovszky Andor","Dobrudzsában (Románia) gyűjtött vadmadarak puhatestű tápláléka"
"Soosiana","10-11","1983","17_Soosiana_1983_10-11_Nemeth_67-68","67","68",NA,"Németh László","A Lymnaea (Radix) peregra (O. F. Müller) ellenállóképességének egy megfigyelt esete"
"Soosiana","10-11","1983","18_Soosiana_1983_10-11_Majoros_69-73","69","73",NA,"Majoros Gábor","A Planorbis planorbis (Linné) és a Planorbis carinatus (O. F. Müller) anatómiai különbségei"
"Soosiana","10-11","1983","19_Soosiana_1983_10-11_Varga_74","74","74",NA,"Varga András","In memoriam Tibor Weisz (1914-1983)"
"Soosiana","10-11","1983","20_Soosiana_1983_10-11_Krolopp_75-78","75","78",NA,"Krolopp Endre","Verzeichnis der pleistozänen Mollusken Ungarns = A magyarországi pleisztocén Mollusca-fajok jegyzéke"
"Soosiana","10-11","1983","21_Soosiana_1983_10-11_Szabo_79-85","79","85",NA,"Szabó Sándor","Adatok a Szalajka-patakban élő Sadleriana pannonica (Frauenfeld) eloszlásviszonyaihoz"
"Soosiana","10-11","1983","22_Soosiana_1983_10-11_Podani_86","86","86",NA,"Podani János","R. Tucker Abbott - S. Peter Dance (1982): Compendium of Seashell. E. F. Dutton, Inc., New York"
"Soosiana","10-11","1983","23_Soosiana_1983_10-11_Wiktor_87-111","87","111",NA,"Wiktor, Andrzej;Szigethy S. Anna","The distribution of slugs in Hungary (Gastropoda: Pulmonata) = A házatlan csigák magyarországi elterjedéde (Gastropoda: Pulmonata)"
"Soosiana","10-11","1983","24_Soosiana_1983_10-11_Kovacs_112","112","112",NA,"Kovács Gyula","Az Ancylus fluviatilis (O. F. Müller) Békés megyei előfordulása"
"Soosiana","10-11","1983","25_Soosiana_1983_10-11_Kiss_113-120","113","120",NA,"Kiss Éva","Malakológiai évfordulók, 1982"
"Soosiana","10-11","1983","26_Soosiana_1983_10-11_Kiss_121-124","121","124",NA,"Kiss Éva","Malakológiai évfordulók, 1983"
"Soosiana","10-11","1983","27_Soosiana_1983_10-11_Domokos_125-134","125","134",NA,"Domokos Tamás","Shell morphometry of Chondrula tridens (O. F. Müller) from the surroundings of Békéscsaba (Gastropoda, Enidae) = Békéscsaba környéki Chondrula tridens (O. F. Müller) héjmorfológiai vizsgálata (Gastropoda, Enidae)"
"Soosiana","10-11","1983","28_Soosiana_1983_10-11_Suara_135-173","135","173",NA,"Suara Róbert","A magyarországi recens puhatestűek elterjedése c. könyv korrektúrája a földrajzi nevek helyessége szempontjából"
"Soosiana","12","1984","01_Soosiana_1984_12_I-VI","I","VI",NA,"","Front matter"
"Soosiana","12","1984","02_Soosiana_1984_12_PinterL_1-2","1","2",NA,"Pintér László","Beszámoló a VIII. Nemzetközi Malakológiai Kongresszusról"
"Soosiana","12","1984","03_Soosiana_1984_12_Fukoh_3-6","3","6",NA,"Fűköh Levente","Adatok a mónosbéli (Bükk) édesvízi mészkő és mésziszap üledékek Mollusca-faunájához"
"Soosiana","12","1984","04_Soosiana_1984_12_Krolopp_7-10","7","10",NA,"Krolopp Endre","A magyarországi pleisztocén Mollusca-fauna jellemvonásai"
"Soosiana","12","1984","05_Soosiana_1984_12_Domokos_11-18","11","18",NA,"Domokos Tamás","Az Anisus septemgyratus (Rossmässler) és az Anisus leucostoma (Millet) fajok statisztikus vizsgálata II. 2."
"Soosiana","12","1984","06_Soosiana_1984_12_Petro_19-22","19","22",NA,"Petró Ede","A Hygromia cinctella (Draparnaud) újabb magyarországi lelőhelye"
"Soosiana","12","1984","07_Soosiana_1984_12_Nemeth_23-24","23","24",NA,"Németh László","Adatok a Százhalombattai Dunai Kőolajipari Vállalat Mollusca-faunájához"
"Soosiana","12","1984","08_Soosiana_1984_12_PinterL_25-30","25","30",NA,"Pintér László","Nyelvészeti és nomenklatúrai megjegyzések"
"Soosiana","12","1984","09_Soosiana_1984_12_Suara_31-34","31","34",NA,"Suara Róbert","Néhány adat a Velencei-hegység Mollusca-faunájához"
"Soosiana","12","1984","10_Soosiana_1984_12_Kiss_35-40","35","40",NA,"Kiss Éva","Malakológiai évfordulók, 1984"
"Soosiana","12","1984","11_Soosiana_1984_12_Petro_41-42","41","42",NA,"Petró Ede","Rendellenes növekedésű alakok a lapostekercsű édesvízi csigáknál (Valvatidae és Planorbidae)"
"Soosiana","12","1984","12_Soosiana_1984_12_Jakab_43-48","43","48",NA,"Jakab Gábor;Balázs Éva;Szöőr Gyula","Unionidae héjak termoanalitikai vizsgálata kemotaxonómiai kiértékeléssel (Bivalvia)"
"Soosiana","12","1984","13_Soosiana_1984_12_Baba_49","49","49",NA,"Bába Károly","Cochlicopa repentina Hudec, 1960 előfordulása a magyar faunában"
"Soosiana","12","1984","14_Soosiana_1984_12_Szonoky_50","50","50",NA,"Szónoky Miklós","Emlékezés Dr. Horváth Andorra (1913-1972)"
"Soosiana","12","1984","15_Soosiana_1984_12_Szabo_51-59","51","59",NA,"Szabó Sándor","Über die Dispersionsverhältnisse der im Wassersystem des Garadna-Baches lebenden Sadleriana pannonica (Frauenfeld) = A Garadna-patak vízrendszerében előforduló Sadleriana pannonica (Frauenfeld) eloszlásviszonyairól"
"Soosiana","12","1984","16_Soosiana_1984_12_Fukoh_60","60","60",NA,"Fűköh Levente","Emlékezés Legányi Ferencre (1884-1964)"
"Soosiana","12","1984","17_Soosiana_1984_12_Szorenyi_61-68","61","68",NA,"Szörényi László","Sopron környéki erdőtípusok puhatestűinek összehasonlító vizsgálata"
"Soosiana","12","1984","18_Soosiana_1984_12_Urk_69-81","69","81",NA,"Urk, R. M. van","Die rezenten und fossilen Arten der Gattung Ensis (Mollusca, Bivalvia) in Europa. Eine synoptische Übersicht = Az Ensis genusz európai recens és fosszilis fajai (Mollusca, Bivalvia)"
"Soosiana","12","1984","19_Soosiana_1984_12_Szerkesztoseg_82","82","82",NA,"","+ Dr. Keve András (1909-1984)"
"Soosiana","12","1984","20_Soosiana_1984_12_Starmuhlner_83-102","83","102",NA,"Starmühlner, Ferdinand","Occurrence, longitudinal distribution and geographical range of the fresh- and brackish water molluscs of the Lesser Antillean Islands (Guadeloupe, Dominica and Martinique) = A Kisantillák (Guadeloupe, Dominica és Martinique) édes- és brakkvízi puhatestűinek elterjedése"
"Soosiana","12","1984","21_Soosiana_1984_12_Mackie_103-116","103","116",NA,"Mackie, G. L.","Some effects of lake acidification on Pisidiidae in Southern Ontario, Canada = Tavi acidifikáció hatása a Pisidiumokra Dél-Ontarioban, Kanada"
"Soosiana","12","1984","22_Soosiana_1984_12_PinterL_117-122","117","122",NA,"Pintér László;Varga András","Lampedusa (Lampedusa) lopadusae (Calcara 1846): héjmorfológiai és anatómiai megjegyzések"
"Soosiana","12","1984","23_Soosiana_1984_12_Bookreviews_123-125","123","123",NA,"Pintér László","Bükki Nemzeti Park. Kilátás a kövekről. Szerk.: Sándor A. - Mezőgazdasági K., Bp., 1983, pp.446, 48 tábla. 130.- Ft"
